text,split,group_id,satisfied,neutral,frustrated,angry,dissatisfied,overloaded,conflict,disengaged
오늘 업무를 하면서 팀 간 책임 범위가 겹쳐서 계속 마찰이 있습니다. 이 부분은 조정이 필요해 보입니다.,train,conflict-04,0,0,0,0,0,0,1,0
저와 담당자의 해결 방향이 달라 조율이 필요합니다.,train,conflict-05,0,0,0,0,0,0,1,0
현재 상황은 저와 담당자의 해결 방향이 달라 조율이 필요합니다. 확인 부탁드립니다.,train,conflict-05,0,0,0,0,0,0,1,0
오늘 업무를 하면서 저와 담당자의 해결 방향이 달라 조율이 필요합니다. 이 부분은 조정이 필요해 보입니다.,train,conflict-05,0,0,0,0,0,0,1,0
이 문제는 서로 책임이 누구인지 두고 의견이 갈립니다.,train,conflict-06,0,0,0,0,0,0,1,0
현재 상황은 이 문제는 서로 책임이 누구인지 두고 의견이 갈립니다. 확인 부탁드립니다.,train,conflict-06,0,0,0,0,0,0,1,0
오늘 업무를 하면서 이 문제는 서로 책임이 누구인지 두고 의견이 갈립니다. 이 부분은 조정이 필요해 보입니다.,train,conflict-06,0,0,0,0,0,0,1,0
협업 과정에서 커뮤니케이션 방식 때문에 마찰이 있었습니다.,val,conflict-07,0,0,0,0,0,0,1,0
현재 상황은 협업 과정에서 커뮤니케이션 방식 때문에 마찰이 있었습니다. 확인 부탁드립니다.,val,conflict-07,0,0,0,0,0,0,1,0
오늘 업무를 하면서 협업 과정에서 커뮤니케이션 방식 때문에 마찰이 있었습니다. 이 부분은 조정이 필요해 보입니다.,val,conflict-07,0,0,0,0,0,0,1,0
두 팀의 요구사항이 반대라 합의가 잘 안 되고 있습니다.,test,conflict-08,0,0,0,0,0,0,1,0
현재 상황은 두 팀의 요구사항이 반대라 합의가 잘 안 되고 있습니다. 확인 부탁드립니다.,test,conflict-08,0,0,0,0,0,0,1,0
오늘 업무를 하면서 두 팀의 요구사항이 반대라 합의가 잘 안 되고 있습니다. 이 부분은 조정이 필요해 보입니다.,test,conflict-08,0,0,0,0,0,0,1,0
업무 배분 문제로 팀 안에서 의견 충돌이 있었습니다.,test,conflict-09,0,0,0,0,0,0,1,0
현재 상황은 업무 배분 문제로 팀 안에서 의견 충돌이 있었습니다. 확인 부탁드립니다.,test,conflict-09,0,0,0,0,0,0,1,0
오늘 업무를 하면서 업무 배분 문제로 팀 안에서 의견 충돌이 있었습니다. 이 부분은 조정이 필요해 보입니다.,test,conflict-09,0,0,0,0,0,0,1,0
요즘은 이 업무에 예전만큼 관심이 가지 않습니다.,train,disengaged-00,0,0,0,0,0,0,0,1
현재 상황은 요즘은 이 업무에 예전만큼 관심이 가지 않습니다. 확인 부탁드립니다.,train,disengaged-00,0,0,0,0,0,0,0,1
오늘 업무를 하면서 요즘은 이 업무에 예전만큼 관심이 가지 않습니다. 이 부분은 조정이 필요해 보입니다.,train,disengaged-00,0,0,0,0,0,0,0,1
이 프로젝트에 더 이상 적극적으로 참여하고 싶은 마음이 적습니다.,train,disengaged-01,0,0,0,0,0,0,0,1
현재 상황은 이 프로젝트에 더 이상 적극적으로 참여하고 싶은 마음이 적습니다. 확인 부탁드립니다.,train,disengaged-01,0,0,0,0,0,0,0,1
오늘 업무를 하면서 이 프로젝트에 더 이상 적극적으로 참여하고 싶은 마음이 적습니다. 이 부분은 조정이 필요해 보입니다.,train,disengaged-01,0,0,0,0,0,0,0,1
계속 같은 업무만 반복되니 몰입하기 어렵습니다.,train,disengaged-02,0,0,0,0,0,0,0,1
현재 상황은 계속 같은 업무만 반복되니 몰입하기 어렵습니다. 확인 부탁드립니다.,train,disengaged-02,0,0,0,0,0,0,0,1
오늘 업무를 하면서 계속 같은 업무만 반복되니 몰입하기 어렵습니다. 이 부분은 조정이 필요해 보입니다.,train,disengaged-02,0,0,0,0,0,0,0,1
최근에는 회의에서 굳이 의견을 내지 않게 됩니다.,train,disengaged-03,0,0,0,0,0,0,0,1
현재 상황은 최근에는 회의에서 굳이 의견을 내지 않게 됩니다. 확인 부탁드립니다.,train,disengaged-03,0,0,0,0,0,0,0,1
오늘 업무를 하면서 최근에는 회의에서 굳이 의견을 내지 않게 됩니다. 이 부분은 조정이 필요해 보입니다.,train,disengaged-03,0,0,0,0,0,0,0,1
업무 개선에 대해 예전처럼 적극적으로 제안하고 싶지는 않습니다.,train,disengaged-04,0,0,0,0,0,0,0,1
현재 상황은 업무 개선에 대해 예전처럼 적극적으로 제안하고 싶지는 않습니다. 확인 부탁드립니다.,train,disengaged-04,0,0,0,0,0,0,0,1
오늘 업무를 하면서 업무 개선에 대해 예전처럼 적극적으로 제안하고 싶지는 않습니다. 이 부분은 조정이 필요해 보입니다.,train,disengaged-04,0,0,0,0,0,0,0,1
지금 맡은 일에는 동기부여가 잘 되지 않습니다.,train,disengaged-05,0,0,0,0,0,0,0,1
현재 상황은 지금 맡은 일에는 동기부여가 잘 되지 않습니다. 확인 부탁드립니다.,train,disengaged-05,0,0,0,0,0,0,0,1
오늘 업무를 하면서 지금 맡은 일에는 동기부여가 잘 되지 않습니다. 이 부분은 조정이 필요해 보입니다.,train,disengaged-05,0,0,0,0,0,0,0,1
프로젝트 방향에 별로 관여하고 싶지 않은 상태입니다.,train,disengaged-06,0,0,0,0,0,0,0,1
현재 상황은 프로젝트 방향에 별로 관여하고 싶지 않은 상태입니다. 확인 부탁드립니다.,train,disengaged-06,0,0,0,0,0,0,0,1
오늘 업무를 하면서 프로젝트 방향에 별로 관여하고 싶지 않은 상태입니다. 이 부분은 조정이 필요해 보입니다.,train,disengaged-06,0,0,0,0,0,0,0,1
최근에는 필요한 일만 최소한으로 처리하게 됩니다.,val,disengaged-07,0,0,0,0,0,0,0,1
현재 상황은 최근에는 필요한 일만 최소한으로 처리하게 됩니다. 확인 부탁드립니다.,val,disengaged-07,0,0,0,0,0,0,0,1
오늘 업무를 하면서 최근에는 필요한 일만 최소한으로 처리하게 됩니다. 이 부분은 조정이 필요해 보입니다.,val,disengaged-07,0,0,0,0,0,0,0,1
이 업무에 대한 흥미가 이전보다 많이 줄었습니다.,test,disengaged-08,0,0,0,0,0,0,0,1
현재 상황은 이 업무에 대한 흥미가 이전보다 많이 줄었습니다. 확인 부탁드립니다.,test,disengaged-08,0,0,0,0,0,0,0,1
오늘 업무를 하면서 이 업무에 대한 흥미가 이전보다 많이 줄었습니다. 이 부분은 조정이 필요해 보입니다.,test,disengaged-08,0,0,0,0,0,0,0,1
새로운 업무가 생겨도 적극적으로 맡고 싶지는 않습니다.,test,disengaged-09,0,0,0,0,0,0,0,1
현재 상황은 새로운 업무가 생겨도 적극적으로 맡고 싶지는 않습니다. 확인 부탁드립니다.,test,disengaged-09,0,0,0,0,0,0,0,1
오늘 업무를 하면서 새로운 업무가 생겨도 적극적으로 맡고 싶지는 않습니다. 이 부분은 조정이 필요해 보입니다.,test,disengaged-09,0,0,0,0,0,0,0,1
요구사항이 계속 바뀌는데 마감은 그대로라 업무량도 많고 너무 답답합니다. 이 부분은 조정이 필요해 보입니다.,train,mixed-00,0,0,1,0,0,1,0,0
현재 상황은 요구사항이 계속 바뀌는데 마감은 그대로라 업무량도 많고 너무 답답합니다. 확인 부탁드립니다.,train,mixed-00,0,0,1,0,0,1,0,0
오늘 업무를 하면서 요구사항이 계속 바뀌는데 마감은 그대로라 업무량도 많고 너무 답답합니다.,train,mixed-00,0,0,1,0,0,1,0,0
인력은 그대로인데 업무만 계속 늘어나는 운영 방식이 불만입니다. 이 부분은 조정이 필요해 보입니다.,train,mixed-01,0,0,0,0,1,1,0,0
현재 상황은 인력은 그대로인데 업무만 계속 늘어나는 운영 방식이 불만입니다. 확인 부탁드립니다.,train,mixed-01,0,0,0,0,1,1,0,0
오늘 업무를 하면서 인력은 그대로인데 업무만 계속 늘어나는 운영 방식이 불만입니다.,train,mixed-01,0,0,0,0,1,1,0,0
합의한 내용을 상대 팀이 일방적으로 바꿔서 지금 정말 화가 납니다. 이 부분은 조정이 필요해 보입니다.,train,mixed-02,0,0,0,1,0,0,1,0
현재 상황은 합의한 내용을 상대 팀이 일방적으로 바꿔서 지금 정말 화가 납니다. 확인 부탁드립니다.,train,mixed-02,0,0,0,1,0,0,1,0
오늘 업무를 하면서 합의한 내용을 상대 팀이 일방적으로 바꿔서 지금 정말 화가 납니다.,train,mixed-02,0,0,0,1,0,0,1,0
팀마다 말이 달라 계속 조율만 하고 있어서 답답합니다. 이 부분은 조정이 필요해 보입니다.,train,mixed-03,0,0,1,0,0,0,1,0
현재 상황은 팀마다 말이 달라 계속 조율만 하고 있어서 답답합니다. 확인 부탁드립니다.,train,mixed-03,0,0,1,0,0,0,1,0
오늘 업무를 하면서 팀마다 말이 달라 계속 조율만 하고 있어서 답답합니다.,train,mixed-03,0,0,1,0,0,0,1,0
개선이 전혀 안 되는 걸 보니 이제는 이 업무에 적극적으로 관여하고 싶지 않습니다. 이 부분은 조정이 필요해 보입니다.,train,mixed-04,0,0,0,0,1,0,0,1
현재 상황은 개선이 전혀 안 되는 걸 보니 이제는 이 업무에 적극적으로 관여하고 싶지 않습니다. 확인 부탁드립니다.,train,mixed-04,0,0,0,0,1,0,0,1
오늘 업무를 하면서 개선이 전혀 안 되는 걸 보니 이제는 이 업무에 적극적으로 관여하고 싶지 않습니다.,train,mixed-04,0,0,0,0,1,0,0,1
업무가 계속 쌓이다 보니 요즘은 새로운 일을 맡고 싶은 의욕도 줄었습니다. 이 부분은 조정이 필요해 보입니다.,train,mixed-05,0,0,0,0,0,1,0,1
현재 상황은 업무가 계속 쌓이다 보니 요즘은 새로운 일을 맡고 싶은 의욕도 줄었습니다. 확인 부탁드립니다.,train,mixed-05,0,0,0,0,0,1,0,1
오늘 업무를 하면서 업무가 계속 쌓이다 보니 요즘은 새로운 일을 맡고 싶은 의욕도 줄었습니다.,train,mixed-05,0,0,0,0,0,1,0,1
업무량은 많지만 팀에서 잘 도와줘서 이번 협업 자체는 만족스럽습니다. 이 부분은 조정이 필요해 보입니다.,train,mixed-06,1,0,0,0,0,1,0,0
현재 상황은 업무량은 많지만 팀에서 잘 도와줘서 이번 협업 자체는 만족스럽습니다. 확인 부탁드립니다.,train,mixed-06,1,0,0,0,0,1,0,0
오늘 업무를 하면서 업무량은 많지만 팀에서 잘 도와줘서 이번 협업 자체는 만족스럽습니다.,train,mixed-06,1,0,0,0,0,1,0,0
의견 차이는 있었지만 충분히 논의해서 잘 해결된 점은 만족스럽습니다. 이 부분은 조정이 필요해 보입니다.,val,mixed-07,1,0,0,0,0,0,1,0
현재 상황은 의견 차이는 있었지만 충분히 논의해서 잘 해결된 점은 만족스럽습니다. 확인 부탁드립니다.,val,mixed-07,1,0,0,0,0,0,1,0
오늘 업무를 하면서 의견 차이는 있었지만 충분히 논의해서 잘 해결된 점은 만족스럽습니다.,val,mixed-07,1,0,0,0,0,0,1,0
매번 같은 문제가 반복되는 프로세스라 답답하고 운영 방식도 불만입니다. 이 부분은 조정이 필요해 보입니다.,test,mixed-08,0,0,1,0,1,0,0,0
현재 상황은 매번 같은 문제가 반복되는 프로세스라 답답하고 운영 방식도 불만입니다. 확인 부탁드립니다.,test,mixed-08,0,0,1,0,1,0,0,0
오늘 업무를 하면서 매번 같은 문제가 반복되는 프로세스라 답답하고 운영 방식도 불만입니다.,test,mixed-08,0,0,1,0,1,0,0,0
사전 협의 없이 일정을 바꾸는 방식은 정말 화가 나고 불만입니다. 이 부분은 조정이 필요해 보입니다.,test,mixed-09,0,0,0,1,1,0,0,0
현재 상황은 사전 협의 없이 일정을 바꾸는 방식은 정말 화가 나고 불만입니다. 확인 부탁드립니다.,test,mixed-09,0,0,0,1,1,0,0,0
오늘 업무를 하면서 사전 협의 없이 일정을 바꾸는 방식은 정말 화가 나고 불만입니다.,test,mixed-09,0,0,0,1,1,0,0,0
팀 간 조율까지 제가 맡게 되어 갈등 대응과 기존 업무를 동시에 처리하기 벅찹니다. 이 부분은 조정이 필요해 보입니다.,train,mixed-10,0,0,0,0,0,1,1,0
현재 상황은 팀 간 조율까지 제가 맡게 되어 갈등 대응과 기존 업무를 동시에 처리하기 벅찹니다. 확인 부탁드립니다.,train,mixed-10,0,0,0,0,0,1,1,0
오늘 업무를 하면서 팀 간 조율까지 제가 맡게 되어 갈등 대응과 기존 업무를 동시에 처리하기 벅찹니다.,train,mixed-10,0,0,0,0,0,1,1,0
계속 막히는 일만 반복되니 이제는 이 업무에 적극적으로 나서고 싶지 않습니다. 이 부분은 조정이 필요해 보입니다.,train,mixed-11,0,0,1,0,0,0,0,1
현재 상황은 계속 막히는 일만 반복되니 이제는 이 업무에 적극적으로 나서고 싶지 않습니다. 확인 부탁드립니다.,train,mixed-11,0,0,1,0,0,0,0,1
오늘 업무를 하면서 계속 막히는 일만 반복되니 이제는 이 업무에 적극적으로 나서고 싶지 않습니다.,train,mixed-11,0,0,1,0,0,0,0,1
